342	7444	62352
343	5990	5752
343	5990	18847
343	5990	23445
343	5990	25927
343	5990	31682
343	5990	43452
343	5990	55916
343	5990	65306
343	5990	69929
343	5990	70850
343	5990	71827
344	7187	7314
344	7187	13261
344	7187	27436
344	7187	33073
346	7334	58496
347	6081	318
347	6593	46873
347	6991	46873
347	6991	48202
350	7249	2682
350	7339	54487
351	7231	2682
352	6996	47498
354	7290	64878
354	7290	64911
355	6836	31931
356	7021	10966
357	6411	22169
357	6411	46911
357	6411	65126
357	6411	71193
357	6836	59796
358	5898	31155
358	5898	48852
358	5898	58823
358	5970	1879
358	6245	42662
358	6264	42662
358	6264	48852
358	6264	58823
358	6305	27871
358	6699	27871
358	6699	42662
358	6699	48852
358	6699	58823
358	6700	42662
358	6725	27871
358	6725	36183
358	6725	42662
358	6725	48852
358	6725	58823
358	6943	42662
358	7249	31001
358	7343	54438
358	7427	14817
358	7427	27871
358	7427	31245
358	7427	36183
358	7427	42662
358	7427	48852
358	7427	58820
361	7199	7119
361	7199	21877
361	7199	28421
361	7571	21877
362	5872	24924
362	5872	24967
362	5872	30108
363	5909	26676
363	5909	54666
363	5909	64630
363	6284	48530
363	6284	54666
363	6284	66060
363	6489	54666
363	6762	40414
363	6762	53942
363	6762	54666
364	6124	38131
364	6124	58822
365	7426	19265
365	7426	25596
365	7426	73108
370	6306	44930
370	6306	45771
372	7007	62343
372	7437	7904
374	7566	795
374	7566	24851
374	7566	32921
374	7566	44223
374	7566	58232
374	7566	61067
374	7566	71774
375	6286	7485
375	6286	74036
377	6154	60803
377	6850	842
377	6850	2837
377	6850	14064
377	6850	22719
377	6850	23633
377	6850	58084
377	6850	65852
378	6126	15314
378	6799	14176
379	5940	14540
383	6520	1145
383	6520	57863
384	6605	4878
386	6018	12640
387	5915	6480
391	6143	4054
391	6143	15083
391	6143	51244
391	6143	67343
395	6299	51987
395	6732	13662
396	6731	33120
397	6040	31074
397	7335	2779
397	7335	7774
397	7335	23098
397	7335	26300
397	7335	30579
397	7335	43967
397	7335	61309
397	7335	61731
397	7335	64154
399	6312	61806
400	7206	42345
400	7206	44448
401	6915	32291
401	6915	38726
402	7192	14575
402	7192	33546
402	7369	60939
402	7439	14575
402	7439	33546
402	7439	44540
404	7270	62303
406	7293	20420
406	7293	43313
406	7293	61259
410	5820	36772
410	5820	62588
410	6013	3048
410	6013	17346
410	6013	26898
410	6013	46578
410	6510	3048
410	6510	9675
415	6154	62433
418	6884	18347
418	6884	21863
418	6884	46203
418	7188	38916
418	7188	48974
418	7559	38916
419	6028	36768
419	6028	36772
419	6167	51647
419	6846	17205
419	6909	69419
419	7290	15314
419	7290	58641
419	7339	73157
421	7127	14232
423	6844	2388
423	6844	18009
424	6860	22874
425	6346	3804
425	6346	13058
425	6346	34608
425	6346	39023
425	6346	55519
426	6779	41686
427	6489	44197
427	7249	69059
429	7209	42158
430	6489	6356
430	6489	31487
432	6786	8554
434	5832	62061
434	5832	62067
436	5909	9058
436	5909	20812
436	5909	25927
436	5909	37314
436	5909	60507
439	5930	4224
441	7564	10794
442	6182	50809
442	6249	40621
442	6578	199
442	6578	6776
442	6578	9773
442	6578	42972
442	6578	42973
442	6578	54760
442	6578	57026
442	6578	57358
442	6578	61985
442	6578	69453
442	6796	199
442	6796	6776
442	6796	9773
442	6796	34258
442	6796	37330
442	6796	42972
442	6796	57358
442	6796	61985
442	7069	199
442	7069	9773
442	7069	30117
442	7069	34258
442	7069	37330
442	7069	57026
442	7069	57358
444	6358	72265
446	6066	52502
449	7011	21221
451	7062	30952
452	6165	13615
452	6165	25910
452	6452	21026
452	6715	13615
453	7020	2203
455	6297	68196
456	6291	65322
458	7087	6695
461	6915	5190
462	6741	46993
463	5789	58763
463	6060	14576
466	6075	50153
466	6075	11487
466	6075	20692
466	6075	26894
466	6075	30329
466	6075	45470
466	6075	46745
466	6075	72049
466	6075	72149
466	6075	74572
466	6440	46189
466	6766	3096
466	6766	11487
466	6766	21160
466	6766	22192
466	6766	23875
466	6766	58820
466	6766	70618
466	6772	47498
466	6803	5684
466	6803	59551
466	7088	25164
466	7253	53690
466	7338	50663
467	6734	12451
467	6734	22169
467	6734	27443
467	6734	72636
467	6947	12451
467	6947	27443
467	6947	42345
467	6947	72636
471	6723	46961
474	5909	50651
474	5909	69522
474	6399	50651
474	6399	69522
476	6739	49692
477	5803	24512
477	6596	24512
479	6172	62128
479	6574	14291
479	6884	6573
479	7119	19818
479	7119	42095
479	7119	62128
482	7035	15314
483	7208	48039
485	6193	50710
487	6388	12826
487	6388	27097
487	6388	61569
487	6636	61569
487	7184	5357
487	7184	12826
487	7184	27097
487	7184	61569
490	6312	63208
491	7186	66416
492	5989	25439
492	6193	21036
492	6193	67372
493	7203	11145
496	5888	46901
496	7157	47774
498	7181	39067
498	7181	51872
498	7181	56605
498	7354	21905
498	7354	39067
499	7234	31836
499	7234	38241
499	7234	47975
